DateTime,Composite_Equity,XGBoost_Equity,RandomForest_Equity,Initial_Balance
2023-01-05 02:00:00,99435.24320000001,99272.23400000008,99532.84840000006,100000
2023-01-05 03:00:00,99435.24320000001,99272.23400000008,99532.84840000006,100000
2023-01-05 04:00:00,99435.24320000001,99249.4004000001,99470.00680000009,100000
2023-01-05 05:00:00,99435.24320000001,99249.4004000001,99470.00680000009,100000
2023-01-05 06:00:00,99435.24320000001,99249.4004000001,99470.00680000009,100000
2023-01-05 07:00:00,99435.24320000001,99249.4004000001,99470.00680000009,100000
2023-01-05 08:00:00,99435.24320000001,99249.4004000001,99327.14920000009,100000
2023-01-05 09:00:00,99421.39940000002,99205.56260000012,99327.14920000009,100000
2023-01-05 10:00:00,99421.39940000002,99205.56260000012,99024.36320000011,100000
2023-01-05 11:00:00,99421.39940000002,99205.56260000012,99024.36320000011,100000
2023-01-05 12:00:00,99421.39940000002,99205.56260000012,99024.36320000011,100000
2023-01-05 13:00:00,99421.39940000002,99351.86640000014,99049.69120000013,100000
2023-01-05 14:00:00,99421.39940000002,99351.86640000014,99049.69120000013,100000
2023-01-05 15:00:00,99421.39940000002,99351.86640000014,99049.69120000013,100000
2023-01-05 16:00:00,99421.39940000002,99351.86640000014,99049.69120000013,100000
2023-01-05 17:00:00,99421.39940000002,99351.86640000014,99049.69120000013,100000
2023-01-05 18:00:00,99421.39940000002,99351.86640000014,99049.69120000013,100000
2023-01-05 19:00:00,99269.64360000002,99351.86640000014,99049.69120000013,100000
2023-01-05 20:00:00,99269.64360000002,99670.13580000015,99367.96060000014,100000
2023-01-05 21:00:00,99269.64360000002,99670.13580000015,99367.96060000014,100000
2023-01-05 22:00:00,99269.64360000002,99670.13580000015,99367.96060000014,100000
2023-01-05 23:00:00,99269.64360000002,99670.13580000015,99367.96060000014,100000
2023-01-06 00:00:00,99269.64360000002,99670.13580000015,99367.96060000014,100000
2023-01-06 01:00:00,99269.64360000002,99737.35500000016,99367.96060000014,100000
2023-01-06 02:00:00,99269.64360000002,99737.35500000016,99571.20700000014,100000
2023-01-06 03:00:00,99269.64360000002,99737.35500000016,99571.20700000014,100000
2023-01-06 04:00:00,99269.64360000002,99737.35500000016,99571.20700000014,100000
2023-01-06 05:00:00,99269.64360000002,99737.35500000016,99571.20700000014,100000
2023-01-06 06:00:00,99269.64360000002,99736.64220000016,99571.20700000014,100000
2023-01-06 07:00:00,99269.64360000002,99736.64220000016,99679.47240000013,100000
2023-01-06 08:00:00,99269.64360000002,99568.85240000015,99679.47240000013,100000
2023-01-06 09:00:00,99269.64360000002,99568.85240000015,99415.70180000014,100000
2023-01-06 10:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-06 11:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-06 12:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-06 13:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-06 14:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-06 15:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-06 16:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-06 17:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-06 18:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-06 19:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-06 20:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-06 21:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-06 22:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-06 23:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-07 00:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-07 01:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-07 02:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-07 03:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-07 04:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-07 05:00:00,99269.64360000002,99403.10140000016,99249.95080000015,100000
2023-01-07 06:00:00,99269.64360000002,99403.10140000016,99624.09180000014,100000
2023-01-07 07:00:00,99269.64360000002,99905.21680000018,99624.09180000014,100000
2023-01-07 08:00:00,99269.64360000002,99905.21680000018,99624.09180000014,100000
2023-01-07 09:00:00,99269.64360000002,99905.21680000018,99624.09180000014,100000
2023-01-07 10:00:00,99269.64360000002,99905.21680000018,99624.09180000014,100000
2023-01-07 11:00:00,99269.64360000002,99905.21680000018,99624.09180000014,100000
2023-01-07 12:00:00,99269.64360000002,99905.21680000018,99624.09180000014,100000
2023-01-07 13:00:00,99269.64360000002,99905.21680000018,99624.09180000014,100000
2023-01-07 14:00:00,99386.72760000003,99905.21680000018,99624.09180000014,100000
2023-01-07 15:00:00,99386.72760000003,99905.21680000018,99624.09180000014,100000
2023-01-07 16:00:00,99386.72760000003,99905.21680000018,99624.09180000014,100000
2023-01-07 17:00:00,99386.72760000003,99905.21680000018,99624.09180000014,100000
2023-01-07 18:00:00,99386.72760000003,99979.24660000019,99698.12160000014,100000
2023-01-07 19:00:00,99386.72760000003,99979.24660000019,99698.12160000014,100000
2023-01-07 20:00:00,99386.72760000003,99979.24660000019,99698.12160000014,100000
2023-01-07 21:00:00,99386.72760000003,99979.24660000019,99698.12160000014,100000
2023-01-07 22:00:00,99386.72760000003,99979.24660000019,99698.12160000014,100000
2023-01-07 23:00:00,99386.72760000003,99920.30300000017,99714.19300000013,100000
2023-01-08 00:00:00,99386.72760000003,99855.35820000018,99649.24820000013,100000
2023-01-08 01:00:00,99386.72760000003,99855.35820000018,99649.24820000013,100000
2023-01-08 02:00:00,99386.72760000003,99855.35820000018,99649.24820000013,100000
2023-01-08 03:00:00,99386.72760000003,99855.35820000018,99649.24820000013,100000
2023-01-08 04:00:00,99386.72760000003,99855.35820000018,99649.24820000013,100000
2023-01-08 05:00:00,99386.72760000003,99855.35820000018,99649.24820000013,100000
2023-01-08 06:00:00,99386.72760000003,99876.39620000019,99670.28620000015,100000
2023-01-08 07:00:00,99386.72760000003,99876.39620000019,99670.28620000015,100000
2023-01-08 08:00:00,99386.72760000003,99876.39620000019,99670.28620000015,100000
2023-01-08 09:00:00,99163.76080000006,99873.4294000002,99667.31940000015,100000
2023-01-08 10:00:00,99163.76080000006,99873.4294000002,99667.31940000015,100000
2023-01-08 11:00:00,99163.76080000006,99873.4294000002,99667.31940000015,100000
2023-01-08 12:00:00,99163.76080000006,99873.4294000002,99667.31940000015,100000
2023-01-08 13:00:00,99163.76080000006,99605.51560000022,99667.31940000015,100000
2023-01-08 14:00:00,99163.76080000006,99605.51560000022,99557.37400000017,100000
2023-01-08 15:00:00,99163.76080000006,99605.51560000022,99416.42240000019,100000
2023-01-08 16:00:00,99163.76080000006,99605.51560000022,99416.42240000019,100000
2023-01-08 17:00:00,98930.79440000009,99501.57140000022,99423.45600000018,100000
2023-01-08 18:00:00,98930.79440000009,99501.57140000022,99423.45600000018,100000
2023-01-08 19:00:00,98930.79440000009,99501.57140000022,99423.45600000018,100000
2023-01-08 20:00:00,98930.79440000009,99501.57140000022,99423.45600000018,100000
2023-01-08 21:00:00,98930.79440000009,99501.57140000022,99423.45600000018,100000
2023-01-08 22:00:00,98930.79440000009,99501.57140000022,99423.45600000018,100000
2023-01-08 23:00:00,98930.79440000009,99501.57140000022,99423.45600000018,100000
2023-01-09 00:00:00,98930.79440000009,99501.57140000022,99423.45600000018,100000
2023-01-09 01:00:00,98930.79440000009,99761.55440000021,99683.43900000019,100000
2023-01-09 02:00:00,98930.79440000009,99761.55440000021,99683.43900000019,100000
2023-01-09 03:00:00,98930.79440000009,99749.48300000024,99671.3676000002,100000
2023-01-09 04:00:00,98930.79440000009,99809.39720000025,99731.28180000022,100000
2023-01-09 05:00:00,98930.79440000009,99828.30320000026,99750.18780000022,100000
2023-01-09 06:00:00,98930.79440000009,99828.30320000026,99750.18780000022,100000
2023-01-09 07:00:00,98930.79440000009,99828.30320000026,99750.18780000022,100000
2023-01-09 08:00:00,98930.79440000009,99828.30320000026,99750.18780000022,100000
2023-01-09 09:00:00,98930.79440000009,99828.30320000026,99750.18780000022,100000
2023-01-09 10:00:00,98930.79440000009,99857.20720000025,99779.09180000021,100000
2023-01-09 11:00:00,98930.79440000009,99857.20720000025,99779.09180000021,100000
2023-01-09 12:00:00,98808.70460000006,99857.20720000025,99779.09180000021,100000
2023-01-09 13:00:00,98808.70460000006,99711.05260000026,99632.93720000022,100000
2023-01-09 14:00:00,98808.70460000006,99711.05260000026,99632.93720000022,100000
2023-01-09 15:00:00,98808.70460000006,99711.05260000026,99632.93720000022,100000
2023-01-09 16:00:00,98808.70460000006,99490.88320000027,99412.76780000023,100000
2023-01-09 17:00:00,98808.70460000006,99490.88320000027,99412.76780000023,100000
2023-01-09 18:00:00,98808.70460000006,99490.88320000027,99412.76780000023,100000
2023-01-09 19:00:00,98683.55900000007,99490.88320000027,99412.76780000023,100000
2023-01-09 20:00:00,98683.55900000007,99490.88320000027,99412.76780000023,100000
2023-01-09 21:00:00,98683.55900000007,99490.88320000027,99412.76780000023,100000
2023-01-09 22:00:00,98683.55900000007,99490.88320000027,99412.76780000023,100000
2023-01-09 23:00:00,98683.55900000007,99566.6546000003,99488.53920000026,100000
2023-01-10 00:00:00,98683.55900000007,99566.6546000003,99488.53920000026,100000
2023-01-10 01:00:00,98683.55900000007,99566.6546000003,99488.53920000026,100000
2023-01-10 02:00:00,98683.55900000007,99566.6546000003,99488.53920000026,100000
2023-01-10 03:00:00,98683.55900000007,99566.6546000003,99488.53920000026,100000
2023-01-10 04:00:00,98683.55900000007,99566.6546000003,99488.53920000026,100000
2023-01-10 05:00:00,98556.33100000006,99566.6546000003,99488.53920000026,100000
2023-01-10 06:00:00,98556.33100000006,99566.6546000003,99488.53920000026,100000
2023-01-10 07:00:00,98556.33100000006,99873.47220000031,99795.35680000027,100000
2023-01-10 08:00:00,98556.33100000006,99873.47220000031,99795.35680000027,100000
2023-01-10 09:00:00,98556.33100000006,99873.47220000031,99795.35680000027,100000
2023-01-10 10:00:00,98556.33100000006,99873.47220000031,99795.35680000027,100000
2023-01-10 11:00:00,98556.33100000006,99873.47220000031,99795.35680000027,100000
2023-01-10 12:00:00,98556.33100000006,99873.47220000031,99795.35680000027,100000
2023-01-10 13:00:00,98556.33100000006,99873.47220000031,99795.35680000027,100000
2023-01-10 14:00:00,98556.33100000006,99873.47220000031,99795.35680000027,100000
2023-01-10 15:00:00,98556.33100000006,100010.3238000003,99932.20840000027,100000
2023-01-10 16:00:00,98556.33100000006,99939.13380000033,99932.20840000027,100000
2023-01-10 17:00:00,98556.33100000006,99954.92640000033,99948.00100000028,100000
2023-01-10 18:00:00,98556.33100000006,99989.72280000034,99982.79740000029,100000
2023-01-10 19:00:00,98556.33100000006,99989.72280000034,99982.79740000029,100000
2023-01-10 20:00:00,98556.33100000006,99989.72280000034,99982.79740000029,100000
2023-01-10 21:00:00,98556.33100000006,99989.72280000034,99982.79740000029,100000
2023-01-10 22:00:00,98556.33100000006,99989.72280000034,99982.79740000029,100000
2023-01-10 23:00:00,98556.33100000006,99989.72280000034,99982.79740000029,100000
2023-01-11 00:00:00,98556.33100000006,99989.72280000034,99982.79740000029,100000
2023-01-11 01:00:00,98556.33100000006,100322.45960000035,100315.5342000003,100000
2023-01-11 02:00:00,98556.33100000006,100322.45960000035,100315.5342000003,100000
2023-01-11 03:00:00,98556.33100000006,100322.45960000035,100315.5342000003,100000
2023-01-11 04:00:00,98556.33100000006,100322.45960000035,100315.5342000003,100000
2023-01-11 05:00:00,98556.33100000006,100322.45960000035,100315.5342000003,100000
2023-01-11 06:00:00,98556.33100000006,100322.45960000035,100315.5342000003,100000
2023-01-11 07:00:00,98556.33100000006,100322.45960000035,100315.5342000003,100000
2023-01-11 08:00:00,98556.33100000006,100367.13880000034,100360.21340000028,100000
2023-01-11 09:00:00,98424.05000000008,100367.13880000034,100360.21340000028,100000
2023-01-11 10:00:00,98424.05000000008,100367.13880000034,100360.21340000028,100000
2023-01-11 11:00:00,98424.05000000008,100367.13880000034,100360.21340000028,100000
2023-01-11 12:00:00,98424.05000000008,100358.84060000035,100360.21340000028,100000
2023-01-11 13:00:00,98424.05000000008,100358.84060000035,100360.21340000028,100000
2023-01-11 14:00:00,98424.05000000008,100326.50440000035,100434.89860000028,100000
2023-01-11 15:00:00,98424.05000000008,100345.17840000035,100434.89860000028,100000
2023-01-11 16:00:00,98424.05000000008,100412.8426000004,100502.5628000003,100000
2023-01-11 17:00:00,98243.6914000001,100366.4840000004,100456.20420000033,100000
2023-01-11 18:00:00,98243.6914000001,100366.4840000004,100456.20420000033,100000
2023-01-11 19:00:00,98243.6914000001,100366.4840000004,100456.20420000033,100000
2023-01-11 20:00:00,97877.32160000011,100366.4840000004,100456.20420000033,100000
2023-01-11 21:00:00,97877.32160000011,100366.4840000004,100456.20420000033,100000
2023-01-11 22:00:00,97877.32160000011,100366.4840000004,100456.20420000033,100000
2023-01-11 23:00:00,97877.32160000011,100366.4840000004,100456.20420000033,100000
2023-01-12 00:00:00,97877.32160000011,100625.06440000042,100714.78460000033,100000
2023-01-12 01:00:00,97877.32160000011,100625.06440000042,100714.78460000033,100000
2023-01-12 02:00:00,97877.32160000011,100625.06440000042,100714.78460000033,100000
2023-01-12 03:00:00,97877.32160000011,100625.06440000042,100714.78460000033,100000
2023-01-12 04:00:00,97877.32160000011,100625.06440000042,100714.78460000033,100000
2023-01-12 05:00:00,97877.32160000011,100625.06440000042,100714.78460000033,100000
2023-01-12 06:00:00,97734.89900000014,100625.06440000042,100714.78460000033,100000
2023-01-12 07:00:00,97734.89900000014,100625.06440000042,100714.78460000033,100000
2023-01-12 08:00:00,97734.89900000014,100928.65380000042,101018.37400000035,100000
2023-01-12 09:00:00,97734.89900000014,100928.65380000042,101018.37400000035,100000
2023-01-12 10:00:00,97734.89900000014,100928.65380000042,101018.37400000035,100000
2023-01-12 11:00:00,97734.89900000014,100928.65380000042,101018.37400000035,100000
2023-01-12 12:00:00,97734.89900000014,100928.65380000042,101018.37400000035,100000
2023-01-12 13:00:00,97734.89900000014,100928.65380000042,101018.37400000035,100000
2023-01-12 14:00:00,97734.89900000014,100928.65380000042,101018.37400000035,100000
2023-01-12 15:00:00,97734.89900000014,100928.65380000042,101018.37400000035,100000
2023-01-12 16:00:00,97734.89900000014,100928.65380000042,101018.37400000035,100000
2023-01-12 17:00:00,97734.89900000014,100928.65380000042,101018.37400000035,100000
2023-01-12 18:00:00,97734.89900000014,100928.65380000042,101018.37400000035,100000
2023-01-12 19:00:00,97734.89900000014,100928.65380000042,101018.37400000035,100000
2023-01-12 20:00:00,97734.89900000014,100928.65380000042,101018.37400000035,100000
2023-01-12 21:00:00,97734.89900000014,101739.14180000043,101828.86200000034,100000
2023-01-12 22:00:00,97734.89900000014,101739.14180000043,101828.86200000034,100000
2023-01-12 23:00:00,97734.89900000014,101739.14180000043,101828.86200000034,100000
2023-01-13 00:00:00,97734.89900000014,101894.49880000042,101984.21900000035,100000
2023-01-13 01:00:00,97734.89900000014,102062.85320000039,102152.57340000031,100000
2023-01-13 02:00:00,97734.89900000014,102062.85320000039,102152.57340000031,100000
2023-01-13 03:00:00,97734.89900000014,102062.85320000039,102152.57340000031,100000
2023-01-13 04:00:00,97850.32360000013,102062.85320000039,102152.57340000031,100000
2023-01-13 05:00:00,97850.32360000013,102187.19880000038,102276.91900000029,100000
2023-01-13 06:00:00,97850.32360000013,102187.19880000038,102276.91900000029,100000
2023-01-13 07:00:00,97850.32360000013,102187.19880000038,102276.91900000029,100000
2023-01-13 08:00:00,97850.32360000013,102187.19880000038,102276.91900000029,100000
2023-01-13 09:00:00,97850.32360000013,102187.19880000038,102276.91900000029,100000
2023-01-13 10:00:00,97850.32360000013,102187.19880000038,102276.91900000029,100000
2023-01-13 11:00:00,97850.32360000013,102187.19880000038,102276.91900000029,100000
2023-01-13 12:00:00,97850.32360000013,102187.19880000038,102276.91900000029,100000
2023-01-13 13:00:00,97850.32360000013,102187.19880000038,102276.91900000029,100000
2023-01-13 14:00:00,97850.32360000013,102187.19880000038,102276.91900000029,100000
2023-01-13 15:00:00,97850.32360000013,102187.19880000038,102276.91900000029,100000
2023-01-13 16:00:00,97850.32360000013,102187.19880000038,102276.91900000029,100000
2023-01-13 17:00:00,97850.32360000013,102336.53940000037,102426.25960000028,100000
2023-01-13 18:00:00,97850.32360000013,102336.53940000037,102426.25960000028,100000
2023-01-13 19:00:00,97556.64760000014,102402.86340000038,102492.5836000003,100000
2023-01-13 20:00:00,97556.64760000014,102468.18760000038,102557.90780000029,100000
2023-01-13 21:00:00,97556.64760000014,102446.49440000039,102536.2146000003,100000
2023-01-13 22:00:00,97282.96800000015,102446.49440000039,102536.2146000003,100000
2023-01-13 23:00:00,97282.96800000015,102446.49440000039,102536.2146000003,100000
2023-01-14 00:00:00,97282.96800000015,102446.49440000039,102536.2146000003,100000
2023-01-14 01:00:00,97282.96800000015,102415.80300000042,102505.52320000033,100000
2023-01-14 02:00:00,97282.96800000015,102415.80300000042,102505.52320000033,100000
2023-01-14 03:00:00,97282.96800000015,102415.80300000042,102505.52320000033,100000
2023-01-14 04:00:00,97282.96800000015,102415.80300000042,102505.52320000033,100000
2023-01-14 05:00:00,97282.96800000015,102415.80300000042,102505.52320000033,100000
2023-01-14 06:00:00,97282.96800000015,102415.80300000042,102505.52320000033,100000
2023-01-14 07:00:00,97282.96800000015,102415.80300000042,102614.85980000034,100000
2023-01-14 08:00:00,97282.96800000015,102535.14160000042,102614.85980000034,100000
2023-01-14 09:00:00,97282.96800000015,102535.14160000042,102614.85980000034,100000
2023-01-14 10:00:00,97282.96800000015,102535.14160000042,102614.85980000034,100000
2023-01-14 11:00:00,97282.96800000015,102535.14160000042,102614.85980000034,100000
2023-01-14 12:00:00,97282.96800000015,102535.14160000042,102614.85980000034,100000
2023-01-14 13:00:00,97282.96800000015,102535.14160000042,102614.85980000034,100000
2023-01-14 14:00:00,97282.96800000015,102535.14160000042,102614.85980000034,100000
2023-01-14 15:00:00,97282.96800000015,102535.14160000042,102614.85980000034,100000
2023-01-14 16:00:00,97282.96800000015,102535.14160000042,102614.85980000034,100000
2023-01-14 17:00:00,97282.96800000015,102639.48320000041,102719.20140000033,100000
2023-01-14 18:00:00,97282.96800000015,102639.48320000041,102719.20140000033,100000
2023-01-14 19:00:00,97282.96800000015,102639.48320000041,102719.20140000033,100000
2023-01-14 20:00:00,97282.96800000015,102378.7518000004,102458.4700000003,100000
2023-01-14 21:00:00,97282.96800000015,102378.7518000004,102458.4700000003,100000
2023-01-14 22:00:00,97282.96800000015,102378.7518000004,102458.4700000003,100000
2023-01-14 23:00:00,96945.31080000014,102378.7518000004,101973.78340000029,100000
2023-01-15 00:00:00,96945.31080000014,102378.7518000004,101973.78340000029,100000
2023-01-15 01:00:00,96945.31080000014,102378.7518000004,101973.78340000029,100000
2023-01-15 02:00:00,96945.31080000014,102378.7518000004,101973.78340000029,100000
2023-01-15 03:00:00,96945.31080000014,102378.7518000004,101973.78340000029,100000
2023-01-15 04:00:00,96945.31080000014,102378.7518000004,101973.78340000029,100000
2023-01-15 05:00:00,96945.31080000014,102378.7518000004,101973.78340000029,100000
2023-01-15 06:00:00,96945.31080000014,102378.7518000004,101973.78340000029,100000
2023-01-15 07:00:00,96945.31080000014,102378.7518000004,101973.78340000029,100000
2023-01-15 08:00:00,96945.31080000014,102378.7518000004,101973.78340000029,100000
2023-01-15 09:00:00,96945.31080000014,102378.7518000004,101973.78340000029,100000
2023-01-15 10:00:00,96945.31080000014,102378.7518000004,101973.78340000029,100000
2023-01-15 11:00:00,96945.31080000014,102701.90360000041,102441.96420000031,100000
2023-01-15 12:00:00,96945.31080000014,102701.90360000041,102441.96420000031,100000
2023-01-15 13:00:00,96945.31080000014,102606.9718000004,102344.03300000029,100000
2023-01-15 14:00:00,96945.31080000014,102606.9718000004,102344.03300000029,100000
2023-01-15 15:00:00,96945.31080000014,102606.9718000004,102344.03300000029,100000
2023-01-15 16:00:00,96945.31080000014,102606.9718000004,102344.03300000029,100000
2023-01-15 17:00:00,97098.46900000013,102606.9718000004,102344.03300000029,100000
2023-01-15 18:00:00,97098.46900000013,102608.0208000004,102345.08200000027,100000
2023-01-15 19:00:00,97098.46900000013,102601.0682000004,102338.12940000028,100000
2023-01-15 20:00:00,96875.51680000013,102601.0682000004,102338.12940000028,100000
2023-01-15 21:00:00,96875.51680000013,102601.0682000004,102338.12940000028,100000
2023-01-15 22:00:00,96875.51680000013,102601.0682000004,102338.12940000028,100000
2023-01-15 23:00:00,96875.51680000013,102601.0682000004,102338.12940000028,100000
2023-01-16 00:00:00,96875.51680000013,102601.0682000004,102338.12940000028,100000
2023-01-16 01:00:00,96875.51680000013,102601.0682000004,102338.12940000028,100000
2023-01-16 02:00:00,96875.51680000013,102601.0682000004,102338.12940000028,100000
2023-01-16 03:00:00,96875.51680000013,102601.0682000004,102338.12940000028,100000
2023-01-16 04:00:00,96875.51680000013,102611.11220000041,102348.17340000029,100000
2023-01-16 05:00:00,96875.51680000013,102337.09940000041,102074.1606000003,100000
2023-01-16 06:00:00,96875.51680000013,102337.09940000041,102074.1606000003,100000
2023-01-16 07:00:00,96875.51680000013,102337.09940000041,102074.1606000003,100000
2023-01-16 08:00:00,96875.51680000013,102337.09940000041,102074.1606000003,100000
2023-01-16 09:00:00,96589.50640000011,102337.09940000041,102074.1606000003,100000
2023-01-16 10:00:00,96589.50640000011,102337.09940000041,102074.1606000003,100000
2023-01-16 11:00:00,96589.50640000011,102337.09940000041,102074.1606000003,100000
2023-01-16 12:00:00,96589.50640000011,102337.09940000041,102074.1606000003,100000
2023-01-16 13:00:00,96589.50640000011,102547.96000000041,102359.03600000028,100000
2023-01-16 14:00:00,96589.50640000011,102610.79100000042,102421.86700000029,100000
2023-01-16 15:00:00,96589.50640000011,102610.79100000042,102421.86700000029,100000
2023-01-16 16:00:00,96589.50640000011,102610.79100000042,102421.86700000029,100000
2023-01-16 17:00:00,96589.50640000011,102610.79100000042,102421.86700000029,100000
2023-01-16 18:00:00,96589.50640000011,102610.79100000042,102421.86700000029,100000
2023-01-16 19:00:00,96589.50640000011,102610.79100000042,102421.86700000029,100000
2023-01-16 20:00:00,96589.50640000011,102879.58080000043,102690.65680000032,100000
2023-01-16 21:00:00,96589.50640000011,102879.58080000043,102690.65680000032,100000
2023-01-16 22:00:00,96589.50640000011,102879.58080000043,102690.65680000032,100000
2023-01-16 23:00:00,96589.50640000011,102879.58080000043,102690.65680000032,100000
2023-01-17 00:00:00,96589.50640000011,102879.58080000043,102690.65680000032,100000
2023-01-17 01:00:00,96589.50640000011,102879.58080000043,102690.65680000032,100000
2023-01-17 02:00:00,96871.32080000012,102820.30500000044,102631.38100000033,100000
2023-01-17 03:00:00,96871.32080000012,102820.30500000044,102631.38100000033,100000
2023-01-17 04:00:00,96871.32080000012,102820.30500000044,102631.38100000033,100000
2023-01-17 05:00:00,96871.32080000012,102763.02880000044,102574.10480000032,100000
2023-01-17 06:00:00,96871.32080000012,102763.02880000044,102574.10480000032,100000
2023-01-17 07:00:00,96871.32080000012,102763.02880000044,102574.10480000032,100000
2023-01-17 08:00:00,96871.32080000012,102763.02880000044,102574.10480000032,100000
2023-01-17 09:00:00,96871.32080000012,102620.73560000042,102431.81160000029,100000
2023-01-17 10:00:00,96871.32080000012,102620.73560000042,102431.81160000029,100000
2023-01-17 11:00:00,96871.32080000012,102620.73560000042,102431.81160000029,100000
2023-01-17 12:00:00,96871.32080000012,102435.45100000041,102246.5270000003,100000
2023-01-17 13:00:00,96871.32080000012,102435.45100000041,102246.5270000003,100000
2023-01-17 14:00:00,96871.32080000012,102435.45100000041,102246.5270000003,100000
